episode,total_reward,target_reward,smoothed_total_reward_100,smoothed_target_reward_100
329,-249.7413946314594,-12.120368023642122,-193.4899702654723,-42.8543791049051
330,-187.8765838253256,-28.724048314333047,-193.61212465944325,-42.81628117783175
331,-263.11740345687844,-12.292855886258822,-194.2134961197616,-42.488403994661766
332,-236.7439206726196,-21.1918408544575,-194.80462376240945,-42.294901866664674
333,-217.74318289401248,-10.925674217853606,-194.98919158250433,-42.28506022856232
334,-235.25922256620223,-10.706561866828096,-195.46769874927529,-41.514858093754306
335,-234.85115184596023,-10.21102437402363,-195.89195283243512,-41.31534861911596
336,-234.3410853261945,-11.41215559062791,-196.23931168127436,-40.58547542365437
337,-319.9760601066015,-12.638160131906696,-196.9938396505281,-40.27455742561763
338,-235.97208969415794,-11.93550155380246,-197.80263734113484,-40.18817802470379
339,-246.65146995053982,-11.456835234675358,-198.54141814087978,-39.736394174598594
340,-285.46604514639137,-12.740938832803833,-199.44140803401226,-38.96006219762592
341,-274.07491235952097,-93.9165999736409,-200.12630724704505,-39.094906458454794
342,-208.60681182384278,-13.065714508844998,-200.1842788733317,-39.02824398527668
343,-214.83725674522825,-14.932772590302138,-200.63632391887813,-38.49640423094725
344,-237.600882877193,-10.940415819638995,-200.97771396257556,-38.0740627567239
345,-244.5735391715336,-11.571132631108158,-201.07677374300664,-37.690973832005504
346,-265.3017497264224,-17.907961284031188,-201.57434951934212,-37.048084919053274
347,-255.51289866825454,-15.311136284689715,-202.09841159868267,-36.44364945975195
348,-307.3897914128347,-10.223786254993968,-203.64468036996277,-35.637080862630626
349,-290.742797291618,-23.20933547672394,-204.68849296323884,-35.16220647464634
350,-258.90811928837667,-13.190804177624713,-205.5418291503124,-34.58992972549028
351,-261.54295979735383,-13.117609132723643,-205.9820255865857,-34.17229413387475
352,-297.2300531423844,-23.715542215707945,-207.00705736868431,-33.693142736554684
353,-295.6789997133703,-12.756587686708901,-208.14776359966953,-33.132633648296625
354,-254.19274960900745,-13.799597255131262,-208.06411518181145,-32.62702619393674
355,-297.06629771412156,-22.869618003886536,-209.3527308097797,-32.31433042061441
356,-260.1975422669959,-11.542272463947873,-210.42748064115182,-31.79577765274829
357,-253.34436611672402,-13.772660288863998,-210.97107854164682,-31.220372252520523
358,-254.13934451603882,-12.762830254568708,-211.661036660012,-30.630191269519564
359,-243.58465408622348,-13.09032582320244,-211.58554146901525,-30.00311097023635
360,-250.52504381005892,-51.8460836944644,-212.17113662309316,-29.51495530796519
361,-329.1356527082214,-32.72281459072802,-213.52156557253193,-29.05050878037913
362,-281.78439153768477,-11.38154773715763,-214.54545253403379,-28.154713079966356
363,-310.65046142212344,-35.68269346062549,-215.9713406644559,-28.128284974723275
364,-243.94372911179815,-11.909031788552625,-216.26721085038707,-27.81324522772031
365,-218.3954067160044,-11.447848818547257,-216.44892250502735,-27.365437291486746
366,-283.28407427121124,-12.93623506648675,-217.21086663695084,-27.155961650716527
367,-211.9358683310866,-58.40842187655059,-216.59396030153417,-27.22368184857356
368,-268.30092484974506,-28.052855109726796,-216.71391697801147,-27.24490929654528
369,-281.2334770754426,-11.703194337097443,-217.7107578651236,-27.025406546926053
370,-224.42165718389992,-12.623031053443452,-217.75512434450383,-26.573532868676004
371,-195.74650390991476,-35.23359540621249,-216.58170457222977,-26.54124294754042
372,-215.38043674346974,-33.1668700883192,-216.62173196755032,-26.76014336317777
373,-219.17032426134764,-18.329964665273934,-216.659568374637,-26.618333096840423
