episode,total_reward,target_reward,smoothed_total_reward_100,smoothed_target_reward_100
387,-212.05130525821963,-18.162460998469957,-333.7957131691042,-35.37341858403982
388,-82.00826213213712,-62.208450343383106,-333.0590372248239,-35.7309934424684
389,-164.55471337174666,-19.870219392114294,-332.85355048294804,-35.73868291458351
390,-335.75757748174954,-97.71832884039043,-332.60385315648995,-36.03432094461787
391,-109.79820713663526,-111.67483882392688,-331.41194402001713,-35.989844403559154
392,-524.0107309872801,-14.269241755006128,-335.15668683847616,-35.94847024057341
393,-436.7363220290504,-124.23733941525373,-335.9434731738802,-36.70550284130925
394,-194.47111855703105,-25.386891429177627,-334.1510668641475,-35.918529312214595
395,-157.05147551727796,-22.951321291203552,-330.6465074015999,-35.6492301724043
396,-265.50999437588683,-56.46644380769394,-330.2494126083908,-36.0667717855778
397,-339.19204063655917,-61.960513350440145,-331.1222039630582,-36.44584702276318
398,-327.3989420474903,-56.741838674867,-331.84661480279743,-36.40496513979791
399,-277.32580227725833,-91.74238366314601,-331.1271813007945,-36.32253210678371
400,-410.19440176052495,-18.984880960678556,-332.67492934298247,-36.34428385278259
401,-496.890092890244,-31.918367023972916,-334.4498721806318,-36.524460160546084
402,-142.9617795165059,-135.88258645619368,-332.0770502276007,-37.36363068761167
403,-328.05363316004286,-70.41590372778394,-331.6548051931708,-37.923623056725575
404,-254.22607360052723,-16.998310699641003,-330.7550391342864,-37.686514203994065
405,-553.8396696730152,-89.09175714851678,-332.09811753682743,-38.01009277005096
